review_id,user_id,business_id,stars,date,text,useful,funny,cool
aRbBSYBTuYWX7nTlCl_GKA,7O_Xe6KJjt4WolX77OImJg,S-oLPRdhlyL5HAknBKTUcQ,3,2015-01-11,"Just a few things brought this place down to a 3 star for me almost a 2 star. The staff is extremely pleasant and helpful, but it was a bit overwhelming having 3 different servers for our table. 
Then I went to use the rest room and it's through an exit door, down a long hallway, through a couple more doors then you reach a shared restroom by other businesses. So that was a little strange and scary. 
Then the last thing that really turned me off was that I had noticed the sushi chef had gone out the exit looking door towards the bathroom while still wearing his food prep gloves. Now I don't know where he had gone maybe to make a phone call I don't know, but he returned still wearing the gloves and went right back to preparing food for people. That right there ruined it for me.",6,0,2
081_2oTtdKI-0YD6sM6Mmg,vu4GtHTIKe7H7_fL2l7fuw,M-SS_Kr0zlC7v8kBSRa74g,5,2017-04-21,Amazing sushi at a good price. Sushi chefs are really friendly and good at what they do. Highly recommend.,0,0,0
A1pxaKaxbr0uEWFqtxOoKg,MZKN5UbsTRohbG5670MyIQ,mBsUR3uAgijnn582m5TOTQ,1,2015-02-09,"Our visit here was horrible. The doctor and assistant was great and the options given were helpful. However, the woman working in the front desk is not professional. When we walked in, I specially asked to be told how much each step\/procedure will cost before making the decision to do so. Other hospitals explain the price and have you sign before they go on with any procedure. The woman up front did not tell me anything and at the end of our visit she said it would cost us $115. I asked why, she said she told us in the beginning it would cost $115 since it's an emergency, which she DID NOT informed me, but I guess that's how you scam people and take their money. I'm very unhappy and WILL NOT recommend this place unless money is not a concern for you.",2,2,0
uR_ew3XIIzxrPilWqJuN2Q,Et1Ic66_vXPJre0xDVYHXA,FedVIzzA592Tchv3XnS18g,5,2015-06-08,What a fabulous place for lunch! Ate outside; staff couldn't be nicer. Had a variety of meals with my family and all  were fresh & excellent!,0,0,0
Dwu-0-DIqdC7EogMdizWMQ,hacejlP8MHNYkj9akPjYKw,Jzz-ZLXsd2ClSn6UyFcbpw,2,2015-11-18,"Service was so slow it almost didn't happen. After about 45 minutes wait, our order came incomplete which took the waitress another 10 minutes to grab the rice that came with our dishes and 2 forks. When we were sat down in the beginning, we asked for a high chair. Didn't get it until our son grabbed the bowl of hot soup placed too close to him and then I finally asked someone else to get the high chair for us. The green soup is delicious but our 2 other orders were taken home to be fed to our dogs. The shrimp with Chinese peas and Hong Kong steak. Terrible. Over salted and lacked any other taste to it than that. Hong Kong steak looked like a patty from a frozen meal at the grocery store. There were a lot of other families there but it wasn't full. Would hate to see how service is when it's full. All in all in my opinion it's not worth the hour or the $30.",2,1,1
UOetaWc-L4OJMtT2cMi9pA,mZY3NljShzpVihYYT0vk3w,qcTaluNjodgXvSE-MFYvKQ,2,2014-07-04,Below average for cici's. Table area is OK. I go there 3 times a month. It is cheap and filling. Game room is gross as kids are eating and playing. Best thing about this place is large group tables for teams. Worst is A) never any deep dish. B) county health code is lowest in the area.,1,0,0
29G19q_l9cBHiWemovhFlA,cjzjOubh5VPSNHl4O7k5IQ,-KIdCJnkt5N8rnnmWR5MQg,4,2016-01-20,Solid Philly sandwich.. Staff is a little cold but that's ok bc that means it's run by Philadelphia natives.,3,0,0
_V6IWy8OPLtceh-X28wuxA,4xeHJ1i93whKu2-vBZd5Bw,GwKq3kjkFXhbBMAwe4H3rg,5,2015-06-30,Contacted Mellissa from Viva Las Guest List the day I arrived to Vegas.. on a Monday by the way.. and she was quick to respond and was kind enough to get us on the Guestlist to see LIL JON at XS nightclub. We had complimentary admission plus were each given 2 drink tickets.. This company is legit and will come through with your request. highly recommend them for any of your party night events!,0,0,0
XKLDtSpGLT-bp1ZSwgw7rA,pen4PbYqs-1Jaho94PYwbg,aquwzx3ZsiG8l83lpnWF3Q,2,2016-07-19,"This club has gone downhill very quickly.  I've been a member for many years, and I've slowly seen it deteriorate.  They have a lot of machines and a nice selection of free weights, but they don't maintain any of it.  Once a machine breaks down they don't fix it...they just remove it from the club.

And the place is just filthy!  All of the floor covering in the Men's locker room is cracked and peeling, and the bathrooms are a disaster.  

This is classified as a Super Sport Club, so they are supposed to furnish towels.  Many times in the past when there were no towels available the front desk crew would claim that they were still in the washer or dryer.  But for the last few weeks they have posted signs that their dryer is broken, and they are suspending towel service until further notice.  Nothing like working out on a machine still wet from someone else's sweat.  

And the air conditioning has been mostly ineffective or broken ever since the beginning of the summer.  

Nothing like trying to work out in a filthy, hot gym with no towels.

YIKES",4,0,0
GvuyCaJpv5s0TLI3Q5gdvg,lZVrNxlu6aVxu7V5h67EPg,HyW8DBMowtmI6ZK4cr2ICA,2,2015-11-19,"Tempted to give one star, but a disappointing restaurant in Davidson is better than another empty gnome storefront. With that said, I left this meal very unsatisfied.

I ordered a classic margarita ($8) and a steak ($22), and they both left quite a bit to be desired. The drink was weak. For $8 dollars, I'd expect what feels like a full serving of tequila. 

The steak was equally disappointing. Expecting a full cut of meat, I was served three or four lukewarm slices of steak with a drizzle of sauce, some cold mashed potatoes, and an assortment of vegetables that didn't add much to the meal. I left hungry and disappointed. 

The one advantage of such disappointing portion sizes is that the weak margarita actually accomplished the same as a stiff one would.

Quality and quantity aside, I need to address the lack of value here. I've had better, cheaper Mexican food and drink in Manhattan. This is North Carolina. The Taco truck at the gas station in Huntersville serves what seems like better food in larger portions for a third of my entree's cost. 

Mestizo has a ton of potential and is in a great location, but they need to deliver on the food and drink, their bread and butter, before I'll follow the other reviewers and comment on the quality of the interior decoration.",1,1,0
pIEiMoF5II1nnXVRGLloHg,wbNLq9gPHtoliATdHrZHcw,XItYW5ul3OW_AqpT2nDbBQ,2,2013-11-10,"Sure, the moules are good. However, I have two major complaints: 1, An estimated wait time of 45min on a Friday night at a restaurant that doesn't accept reservations isn't a big deal. What is annoying is when that 45 min turns into almost 1.5h as it did for our party. I understand that the restaurant can't control some variables (like how long diners will remain at their tables) but they given the obvious success of the establishment they should either accept reservations or expand. 2. The frites were absolutely disgusting. I've had frites before (in France admittedly, not Belgium), and I don't think they should should be entirely comprised of the burnt, crunchy ends of the fry as ours were. They looked and tasted like the greasy mess that's likely present in deep fryers at the end of a shift. Given the classic combination of moules with frites there's no excuse for messing this up. Overall, recommended with reservations.",0,0,0
uS-5b2bCJbPNNzpbG14sCw,wH9CrldLunqiy-DIuqya3Q,3I7xY7DjWearTz7d4TGdbw,1,2015-07-01,"This place is disgusting!  We went here twice on a work lunch. Last year everything was fine, the food was good. It was the first good Mexican food I had in a while.  This experience, however... NOT GOOD! I WILL NEVER GO BACK TO THIS PLACE. 
First off, there was dried food in my water glass.  My co-worker who sat next to me had something stuck to his fork, so he exchanged it out for different silverware and the new set had cheese still attached to the knife. I was repulsed.
We got our food and I ordered chimichangas.  They were gross!  The ground beef on the inside was tasteless, not even salt or pepper... nothing.  When I cut it open water, grease, or some liquid poured out.  I can't believe that someone would serve that quality of food and charge the prices they were charging.
I will not eat here again even if it is a work lunch and is paid for.  I would rather fill up on chips and salsa and not even order a main entree.",3,1,1
tE0O1lAkVjTY9FwdyMnWGQ,OmdAudFyPJyzZJ8VV5f7xw,W-YhRJOSezqESSas-oLArw,1,2010-01-31,"We came here for the first meal of the day after a long night of Vegas fun. First off, the service was horrible! It took over 10 minutes for our server just to stop by our table. It was pretty dead in the restaurant, so it wasn't as if our server was slammed. Then, when I asked our server a simple question regarding one of the dishes, it took her another 10 minutes to come back with the answer. 

When they delivered the meal, they had forgotten to bring the side of garlic toast that we had ordered. When we told the runner, he noted our missing item and left back into the kitchen. We figured he had gone back in to get the toast. 

Then, after another 10 minutes passed, our server came out to inform us that they were out of garlic toast. That it would be ANOTHER ten minutes for the toast to cook. We said forget it! At that point we would have been done with the meal.  But, there was never an apology or ""can i bring you anything else."" 

The food was was way overpriced, which is expected for Vegas. However,  It was the really bad service that killed the meal.",0,0,0
XbwighKtx2BL3BZ1E-woDQ,dEk7mXM4npuDPmxrwPcEgQ,rFts3K15URoBWEmtZW9Whg,2,2016-06-22,"I averaged out on this review. 2 and a half stars.

4 for the theme especially if you like Coke memorabilia and 50's music.

1- the place was filthy. My shoes were sticking to the floor. The walls are dirty and dingy, and the tables were never cleaned while I was there. Maybe a paint job will help?

4- Aloha burger was good

1- Homemade chips tasted like fish- Blah! (oil?)

2- Price -9 dollars for a burger and chips. No thanks. I can spend that type of money at another burger place that is known for great burgers.

Also, this place uses take out cups for eat in drink orders. That must generate a lot of trash. I have an issue with this for sure. Maybe just a fluke today or do they always do this?",5,3,3
PobbNIWajZ3-dNuIzC7tYw,UoOwa1FVGvH6jv9peSYxcQ,pKrTmkZjfOlj9bISpvItAQ,2,2010-04-04,"I visited this restaurant on Wednesday, March 31st while staying at the Hilton for a conference.  The decor is lovely, modern, and great background music conducive for dates.  My two colleagues and I were quite hungry, and the waiter promptly served bread and drinks.  The menu has great choices....I decided to take a chance on the jumbo lump crab and avocado salad appetizer.  We also ordered truffle pizza with arugula salad.

The crab appetizer was served in a cylindrical design with a tomato broth.  This dish did not work for me.  First of all, no crab lumps...just stringy crab.  Clearly not fresh.  The avocado was quite bland, and the cilantro was too strong for the dish.  The tomato broth was intolerable.  It was a complicated dish that was not executed well.

The truffle pizza was pleasant and earthy; however, the arugula was too strong for the subtle flavor of the pizza.  All in all, it was just OK without the arugula.

For the entree, I ordered a baked black cod dish with mushrooms, beef fritters, wine emulsion, and creamed leeks.  I felt the $32 price was a bit steep for the serving size; however, it looked delicious.  I took a forkful with everything on it to get the full flavor...and the verdict is salty with a hint of dull.  The cod looked great, but as I bit into it, the texture was off...a bit undercooked.  The textures and flavors didn't work for me...the food was not fresh...but the one consistent theme was salt.  My co-worker only finished half of her bacon wrapped chicken dish.

All in all, don't go for dinner.  However, for breakfast, the buffet is a great choice at $28.  That's why I did not give it a 1-star.",2,0,1
fD2JzeXyCZOCF0nRlQ_fRQ,Jleg6123w-a-kQ8kj8VfJg,HiEbnAhTv_EKlqqGWr0vVw,1,2014-05-04,"I have been here a few times in the past, about a two weeks ago I was there while waiting for my vehicle a manager yelled at a employee who was caucation a derogatory name, so I went in and complained to who I thought was the GM come to find out he was the owner.....the manager that made those remarks came over to me and apologized to me...

Now today May 3, 2014, I went in for a works wash, after waiting almost 15 minutes in line with no where to go I place my request.....when my car was coming out of the conveyor the young man was at the rear of the vehicle pushing on my tail lights I walked over and asked what was going on and noticed my entire driver side tail light covering was damaged the young man said it was the machine inside the conveyor...asked to speak with the manger gentlemen walked over named Renaldo said it had been brook before coming in and that they were not going to compensate or repair it period. I asked to speak with the Owner by phone and was denied by the cashier I again asked for the last name of the owner was told he doesn't like having us give it out......after several finally had a business card given to me which had his cell number on it. He came to the wash and reviewed the video which clearly shows that the tail lights had not been damaged.....he took no responsibility at all.

Not to mention he ran over my foot while reviewing the video footage........",0,0,0
S8U0UnmCD29Hf5b2io2_hg,2PN92tNEjsvLdQs69Q0EFg,Oto60yDwk1z72WmfWEYrjg,4,2017-11-23,"Went to Baja Miguel's in the South Point Hotel in Las Vegas for their lunch special.  Had a really good lunch - for $9.95 you get a margarita, chips with guacamole, salsa & bean dip, plus a cup of their fideo soup and choice of two entree items.  Everything was good except the margarits could have been a lot better.",1,0,0
hDH7_sDd6T0DBxb9D3Umtw,x459culD4Wy_auLcAoQgrw,hXeasEtce5edeiRaGx5kmw,1,2016-11-29,"Beaucoup de choix le midi du hamburger aux pâtes en passant par la pizza. Incluant une soupe ou une salade.
La salade césar était bien mais la salade d' avocat servi comme il y a 30 ans farci de crevettes de Matane et de chair de Crabe contenait quelques crevettes pas fraîches qui gouttaient l' ammoniaque. Ensuite arriva ma pizza qui n' a que le nom. garnitures fraîches mais fromage pas assez fondu. Mais le pire fur de voir que la pâte a pizza n' est même pas fraîche mais bien une toute achetée comme 
dans le rayon de la boulangerie a l' épicerie. le genre de croûte qu' on achète prés emballée avec un sachet de sauce. Inacceptable et honteux pour un restaurant que se dit italien. Le service était sans reproche et le décor est bien.",3,1,1
wkN6kAIimPVVJt4vioqJFg,9GFF2VI8t0xULewpgs5vVw,4HEF6BuO_BBsTmvcMCbhhg,5,2016-05-24,"Great place for a date night or a girl's night out! They have one of those machines where you can try a bunch of different types of wines for a smaller taste, a mid pour or a full glass. It's pay as you go, which is nice (most I've been to, you have to prepay a certain amount). The food was incredible. We had the prosciutto melon dish with burrata then ordered four bruschetta: pancetta with dates, Brussels sprouts with goat cheese, salami pesto and the fruit mascarpone with honey. All were SO GOOD! Such great combinations and flavorful. I even liked it better than Postino's bruschetta options which is a BIG statement, I'm aware. Great ambiance, cute patio. A must try!",0,0,0
DyD-9IdA586Ne-yGb3ftMw,XlftcWxrpskCzhZnPtBOSw,t7g-VMFt0zT4laAt-2p6RA,1,2015-11-25,"Went here last night (11\/25\/15 at 1:00 am) and probably had a top-five worst cocktail of all time. The waitress had to read directions out of a book. After I ordered nobody even asked if it was good, probably because they knew it wasn't. Anyway, steer clear. If management wants to discuss ideas for improvement you may call me at (360 220-2100). 

- Paul",2,0,0
3dNf7siIhF7zBilM0LVlAw,vEsjwR1nKUYH_jQ9RsDUog,NFTOaufaF6oHsshUROAp8g,3,2014-08-20,"Great little hole in the wall spot. Was the first of a group to arrive for dinner so I parked it at the ample bar space, which is to the left when you walk in. I ordered the house Cabernet and sat next to a lovely couple that highly recommended the chicken piccata as well as the homemade cavatelli. They come here once a week and live about 20 miles away but raved about the quality of food. 

The group arrived and we sat in the dining area as opposed to the bar. This side was sparse for a Tuesday night but the bar was fairly full (including booths). I ordered the salmon with the homemade cavatelli. Portions were sizeable and the quality was fairly good. Others in the group ordered the chicken piccata and shrimp scampi. They left with clean plates. The real winner here was the chocolate ho-ho cake. That is: a light chocolate cake with a riccotta(?) style cream layer at the bottom, topped with chocolate syrup and whipped cream. Delicious. Overall Dino's is an easy going neighborhood Italian joint where you can expect to clean your plate. Much enjoyed!",1,0,0
xwsziiGS3-RNNU2k3m2DwQ,yoT5mQ0EeB40AAMi4ZIyTw,gQnCTgwNFHfB40c8NoGAlw,3,2010-11-14,"I really like Sweet Tomatoes but today my sister and I stopped in for lunch. I don't know if they recently raised their prices but $12.00 seems a little excessive for lunch. Honestly, isn't  that what dinner used to cost here? Okay enough about the price. 

The salad toppings were all delicious and after having a little soup we were all pumped to have the cranberry \/ apply crisp! Mmmm  We scoured the dessert bar only to find jello, pudding, cottage cheese and a broken ice cream machine. You know when you've built up the moment in your head of delicious crisp apples with tart cranberries covered in a warm oatmeal crisp and then suddenly the vision is blurry? My heart literally sank! No one ever wants to settle but today I settled...I settled for the chocolate pudding. :(",1,2,1
FFRFgeaUY_dHvGgO5aBvqw,N0ppkShmTM41rI_fC9ZSFg,i_r5yf-WrVJbMZWyOTv6UQ,5,2017-05-05,This place makes me proud to live in the neighborhood. It's a great space with great drinks! Good selection of beer on tap as well as great cocktails. This is my go-to spot for drinks with friends or with my husband.,0,0,1
Uf7_w9mBquCIxALzAUaC4A,cImvLb3Wvd5EZ8SRjKAPsw,td-NOo-k4xhfVmO5X92uAg,1,2012-01-11,"I don't know what everyone is raving about, but to me this place definitely doesn't live up to the 4 and 1\/2 star rating.   I went there for lunch yesterday and was totally disappointed with their Lan Zhou beef noodle soup.  I was shocked when my order arrived.  Did I just order a bowl of broth? Where's the noodles?  What came to my table was a large bowl of broth with only a few strands of noodles in it and three paper thin slices of beef.  The beef was so thin that I couldn't even tell what they tasted like.  I should have taken a picture of my bowl, definitely not like the pictures that have been posted.  Did they run out of noodles today?  What a total rip off for $7.50 plus tips.  Definitely not the place to go if you are hungry. The flavour of the broth was okay, but not worth the drive if you live far away.  I gave them one star because the service was okay.",3,2,0
o460DluWTff29tK1pru_5A,I2adeFOtDRjTskoPch8OqQ,jEEawAhe-SY3JwaeywZWeQ,2,2017-03-26,The installation is starting to look it's age the furniture in the room is either used or stained. Beige roll out bed as a lot of stains .... the lobby is also looks aged and left to fend for itself. The lobby bar looks like an old tavern but not in a touristy way a cheap hobo hangout. The lighting reminds me of a church basement on a soup kitchen night. Overall for the price it's not bad but still for the banner it's not the crown jewel. My wife ordered a Cesar and the mix was equivalent to a paint stripping fluid. I on the other hand had a refreshing San Peligrino untouched ... and no ice.  We attempted to try the hot tub until the curly fur ball appeared ...,0,0,0
e_Yuvm5CJFG1Er2NVOqKaQ,4ag3H81afNtzPR4aomAagQ,Lm_Oqcg0t04ok7upUSO27A,1,2017-03-19,"Design Republic has the worst customer service ever. I've spent over 5,000 dollars at their store within two weeks across multiple visits. They have zero concept of customer loyalty, all their staff is transactional based, and they are not helpful at all. When it comes to delivery, don't count on them. Once they run our credit card, you are nothing to them. Greedy and disregards customers.",4,2,0
tyGJ4Zw7vvAK6CG1MURviw,1QTspFTMYHTZrJ7ZWXhi6w,AtSEe-B2mFmLFHBf4PLTrw,2,2017-04-30,Customer service is good. But as I was standing in line I noticed flies were crawling all over their pastries. Grossed me out.,0,0,0
Vsnn2eVvtDQI5PIQoXepcw,N2qQETlWqxgFDBmK8Vm1bA,dWFUKB_HPBIE87AFBHEb_w,1,2014-05-19,"Spirit airlines is THEE worst airline I've ever flown with. I flew from VA to Vegas and I was appalled that you had to pay for a carry on .. At every other airline you get 1 free carryon and 1 free personal item (such as a purse or a man bag) with them you either pay 25 (50 round trip) during booking, 36 during online check in (72 round trip) , 50  at  the bag drop of (100 round trip ) or  100 at the gate (200 round trip) . Your bag has to be 40lbs and under if it is over you pay an additional amount per how many lbs it is over. The seats were ridiculously SMALL. My flight took off 30 minutes later than expected and arrived an hour later than expected to our destination. Spirit is the worst airline I've ever flown and WILL never fly w them again also if you fly west coast to east coast you pay an additional 18  bag fee for going west to east.


Great job spirit. Secret fees are pretty customer friendly -_- not!",5,0,0
SjuRPMsRv6AO8f1mw_OzpQ,CiXzdoIhluv6vsKjlu4fxg,IQ3exx-RWF2uW_SpdeHCZA,2,2017-01-10,Staff was Terri civic Selection of merchandise was inferior to an actual Marc jacobs store I'm going back to Chicago Gold Coast location That's the cat's meow,0,0,0
4FoOrhD3DF4bZVrJvT8yww,QkuLrwGgRYg6AA-c0dUQlg,ASeXpAtDBSuRLFIwOl6rsg,4,2013-07-10,"This is quickly becoming one of our favorite places to eat.  The foods great, the beer is cold, and the staff is very friendly and helpful.  

The fish tacos are excellent.  We've recently tried the baja loco tacos, they are beef chorizo\/ground beef they are great.

The serve yourself chips and salsa bar is very nice.  Although, I do wish they had more of a variety of salsa.",0,0,0
AHH77WR2-O4W3KebxHBAVQ,pWEzY3YY0zEAJLlGSSucrQ,Z1Wuve_Dcer3rjml0eNVZA,1,2012-04-18,"There is only one factor by which to judge a car wash - did they get the car clean?

Sure, other factors do play a small role: such as how much it costs, how quickly it gets done, how close it is to where you are and how friendly the staff is. To be fair, the cost is a personal issue: for some $35 to wash your car is a ridiculous waste, while others may consider it a fair price. 

Of course, no matter whether you decide a fair price for a car wash is $35 or $3.50, you know what to expect. And if you decide to spend $35 - well, you expect it to be clean.

So no matter what you think is a fair price for a car wash, I can assure you that Washworks is not the place you want to go.

P.S. the scam about the window chip repair that other reviewers mentioned is real. I saw one attractive young girl looking rather distraught as they called her over to explain it to her insurance company.",7,0,0
qPpzxGKV8Kt7m9V0z3tZAw,aRQeYJHfEG8C52UqXOGhlw,bsauQzwixetBDjA7SqUlVA,4,2016-08-13,Had the new princess omelet was not was I expected it tasted like something in it was spoiled either the cream cheese or chicken. The coffee was the best coffee I had in years they use a European coffee called douwe egbert. I eat here maybe once a week and the food is usually excellent but not today.,0,0,0
lpRkDj1enfiTM9np5fXF4w,s84pefAbuXnkGXLGHDLDYA,P7pxQFqr7yBKMMI2J51udw,2,2012-01-22,"My friend told me this place was yummy. 

IT WAS NOT YUMMY!

Sunday before checkout and we decided to eat here. It was filled with testosterone filled men watching football and yelling at the tv. Not my idea of dining out. 

Lobster Mac & Cheese was not good. I could've made it better. The macaronis were tiny little noodles. Chef boyardee style noodles. Not enough lobster and def not enough cheese.

Fried pickles were exactly what it was. Not a fan.

Calamari was actually tasty. Not the traditional with sauce on the side. It was on the bottom of the plate and calamari on top with slices of jalapeños!

The gold standard burger was ok. Supposedly the best burger in Vegas but not to my standard. I asked for medium and it came out well done. It was too charred. Only tasted the burnt meat. The idea of the burger was awesome with aged goat cheese and arugula but that's it. Just the idea was great. 

I wouldn't dine here. It's not worth the money and experience.

The shorts on the girls were cute. It said ""soft buns"" or ""perfect buns"" on the butt but trust me, their buns with neither.",9,5,5
cVCLC4aRnOhC4Q_jGuMPvg,hHP8Zex4Wvo6Gc0ZmEiUWQ,mZ--7NhPyUcT_VO4A-vuPw,3,2015-09-01,The service was good however the food was average and I was disappointed by it. The sauce on my bavette was cold and there was too much salt in the entrées.,1,0,0
nh0YdInaKCle-R-1JP5VDw,5RMA0s7Q5dLvpDYDuW6tgA,iNdMl5rb4FKFFgmzimuzvQ,1,2014-03-06,"For being Panda, I expected better! On the strip, I expected better...

The steamed brown rice was underdone... Crunchy. The string bean chicken.. Beans were freezer burned, the dish was old and tasted of smoke. The sweet fire chicken was OLD and again tasted only of smoke. The Kung pao chicken was Old and the vegetables looked gross. The orange chicken was old! The chow main was old.... The wild cod stuff..very fishy tasting... Old fish.. Yuck.

See a theme here? I wonder if the panda at the food court by M&M world would have been better. Either way, I am now turned off of panda for a longtime.",2,1,1
rQJ_QNvIXVbH0RMXtMm07Q,XivuRnPq3D-K5cPiBTztIA,cbJRBViDCVCFC7SOPvV6Tg,4,2017-04-09,"I had a rotten morning last Wednesday as I walked out with my computer, purse and coffee and forgot my keys. My BF was out of town and daughter was in class at college. So I googled locksmiths and called Loc Doc. The service was expedient, friendly and the technician, Thomas, made my day better with his personable and cheerful manner. I'd give 5 stars but the cost was really exorbitant. The service fee just to show up was $130; the guy was super nice and only charged me the least amount after that to make a key so total was $153 and I tipped him $20 (he certainly didn't ask for it, I was grateful). I really think (not the technicians fault) that the initial $130 is quite steep and the company is playing on people's desperation. Unfortunately, I was happy to pay it at the moment... and when my BF got home he showed me how I could've quickly gotten in with a credit card. Needless to say a deadbolt is going on that door now too, but I hate I spent that much for my own dumb mistake.",0,0,0
xycPDVXHWwewEUH31WgdmQ,Vql92Eh9pD4l6F_2JAvY_A,ZmHTzhLol5qqhl1nP-1wEA,5,2017-09-01,"We stopped there on after going to Geauga County Fair Thursday.. We ordered some calzones and some gluten free pizzas.  

highlights

- very friendly staff and owner

- I personally got a meat lovers calzone, which was great.. fresh meat inside the calzone, the best I ever had.. I did not know what to expect but was happy to see fresh cut meat, not canned..  

- gluten free pizza. My sister had this and she said it was best gluten free pizza she had ever

added bonus. while waiting I tried a bottle of Rowdy Cow Milk.. this was whole milk. so thick and creamy that the cream was formed at the top of the bottle.. it was like drinking a milk shake. .the best milk I ever had.

Best staff, best calzone, best gluten free pizza, and as a bonus, best milk ever for the wait.",0,0,0
AENh_THJhpciysWcFaxivg,rGH5gVR_2TuuNja44sdXjA,1w8GLL8SlCUlgOEpwJ9DAw,5,2012-02-18,"Love it!! Stunning landscape across the Firth. Spacious and well fortified. My son was posted here so I was able to see\/go where others go.
Wrap up thoughopen spaces can be blowy.",0,0,0
rPqfW1_yNTAR_TUjt9VeXw,-SjQXQd-IRfOdUdYYwWGOQ,Yq92uUpugGyJLvDtcDRunw,5,2015-05-25,"Of course ;) best burger in town, cooked to order - seats available - free refills and fresh lemon for my iced tea. Yum!",0,0,2
py0OwocU6rNau3j4hoJSQA,gjvAYtEX0VnMXGTmCY8vWg,4cPM1Hcj3UiN3fxyOsiR9w,5,2012-01-26,"Always come here for the half chicken meal on sundays. I never order anything else because I don't need to order anything else. After a heavy dose of fight training and going out on saturdays, a sunday trip to this place tastes amazing. Great sauce and the chicken is smoked and cooked very well. Service is very fast too.",0,0,0
1tnUfwbEjhQOTMAxOu_O6Q,Dys9MB7IokyX7TI_nD3VqQ,hgeXEGD9lRX4ohj7afSJnw,2,2015-09-10,"Love the calamari, but the service sucked.  Guy threw the menus down and walked away and we needed more sauce for the cal and I had to go to the front and ask for it.  The Thai tea was great",0,0,0
WBvA-sWapOaujT_rMjudkg,PrMHo4AUHgUgfwaEJv0N1Q,0rN_o7_IfshAHQwzMUK8nA,3,2015-09-21,"Not a bad chipotle if you come during off hours and I come here regularly. Service is consistent enough that I know what to expect unlike a lot of other Chipotle's in the area. They're better at restocking low ingredients so you don't have to wait. My only con now is that Chipotle employees seem to be predictive genies who reach for whatever they think you might want on your bowl, even if you haven't said anything yet. These predictive genies also happen to be heavy handed when it comes to salsa only, throwing off the balance of your bowl, so you might just be eating a bowl of corn and rice if you don't watch them. The pico de gallo, or ""tomatoes"", is god awful now, seems like they completely removed the red onion from the salsa and it is in fact just ""tomatoes"" now. Also, avoid doing more than one order at once because the predictive genies will throw something in your order when you aren't looking, or fail to hear what you asked them to add in and have the lid on and your order rang up before you can notice.",0,1,0
1KNzz7cjO__UZ484GXzcIQ,C9iZFI8J_yJfwZyY9ANZIA,26Kt6gQRF7S6m7crwR0tjw,5,2017-09-24,"Great, fresh tasting lunch for a fair price. The little spring roll they throw in with the lunch combos are a nice touch.  Only flaw is that their spicy chicken could be spicier, but they throw in extra hot sauce",0,0,0
92RbyrnC0_pPY_Gjv-Dd-A,7UMHZdXz-2unq30agqM8gg,r5PLDU-4mSbde5XekTXSCA,5,2013-10-15,Believe the DDD hype. The calzone was perfect. Pizza was great. Service was some of the best and friendliest ever. They do not rest on their laurels. A must try.,1,0,0
1m3caalVtaq6RujwOJIvjg,zKn12efqT1lT2gSpGOmGYA,h8VubUE91WZsoyG4etIPvg,2,2016-12-09,"Drink I got was really creamier than cha times. I think it was the black pearl milk tea. Was good, the only exception was the bubbles. But as good as cha times, and a biggie was the fact that the bubbles kept getting stuck in the straw :(",0,0,0
fdnSfz9XeBJeYi7HZYbOeg,N21Izm8nb-2yfysIThokBA,elUGlbvzHctbFS-fvdYwfw,5,2016-05-17,"Paul is, without a doubt, one of the best if not the best mentalist I have ever seen.  His stage show and lectures are fun, informative and very entertaining.  You can't go wrong going to his show, hiring as your entertainment or for a lecture.",3,1,1
ZFlBCHrgIzH4oug1wP_o4Q,KS0TQc1WaxAAQm-YOW6MnA,rdifwelsxkuUf-tw2O4o1g,5,2013-06-02,Great food not too greasy not too sweet. It had the right amount of basil and spice.,0,0,0
UZUx_ihROvFfzxVMQS2UyQ,-WYbVngIGDQ81MY12UtwnA,Er8DpPwf_lHHv64ncWhD8g,3,2014-02-12,"The Henry is located inside of the Cosmopolitan.  As soon as you walk in the main entrance, it's on your right.  It looks like an upscale, formal bar and more on the serious side compared to The Henry's counterpart-Bond, across the way.  

The customer service was OK, nothing that blew me away.  Honestly, the bartender seemed kind of annoyed that we only ordered 2 shots.  We were actually just bar-hopping from The Henry, to Chandelier and to Bond.  Of the 3, I prefer The Henry the least probably because it has the most serious setting and it seems a little more intimate and formal compared to the 3.  

Price was on the higher end.  We paid about thirty-something dollars for 2 shots.  The Henry was good to try but it's probably not somewhere I would go regularly if in the Cosmopolitan area.",3,1,3
vKOKLexSm3wZry8X4BUw5w,jlb8zu0hOuYgcBM4BRSBog,a4GRh1TlOVhPD401mSPLZg,3,2014-09-23,"Wait time is looooooong.. just for eye exams to see if you qualified

But the lady who explained us about the different procedures was very nice, knowledgeable and no pressure. Its just too expensive. Lasik of nv quoted us 2k less than wellish.

Why go to more expensive when both services are great.",14,0,0
